1,0,"Poslovni cilj definiran od Uprave, odobren od Nadzornog Odbora.",Company cilj,2020-12-31,1,2020-09-17 12:22:09.307000,
457,2,Ishoðenje ponuda i provjera radnih naloga zatraženih od strane FM-a ili direktno našeg odjela. Ishoðeno odobrenje istih.   ,Provjera i odobravanje radnih naloga ,2020-12-31,1,,
458,2,Dodjeljivanje troška i odobrenje raèuna kroz facility rolu u DMS-u. ,"Upravljanje raèunima DMS, te B2RE.",2020-12-31,2,,
459,2,"Regular daily and monthly work - performing task in due time,according to working schedule ( correctness, in deadling )",Poslovni ,2020-12-31,1,,
460,2,Balance confirmation (IOS) with our  suppliers and buyers / preparation for audit B2K,Poslovni cilj,2020-12-31,1,,
461,2,"Reading of professional literature and preparing of internal education for at least 3 articles in details from RRIF, TEB, 
RIP (or presenting education on which employee participated) ",Razvoji cilj,2020-12-31,2,,
462,2,"Improvement of process of handling the assets and small inventory - labelling, stocktaking...  (coordination with IT department)",Poslovni cilj,2020-12-31,1,,
463,2,Ishoðenje krovne police. Reguliranje popisa nekretnina i graðevinske vrijednosti sukladno krovnoj polici na mjeseènoj bazi. Praæenje okvira.,Upravljanje osiguranjem imovine ,2020-12-31,1,,
464,2,"Analiza i praæenje troškova s ciljem optimizacije istih. (ponude radova, režijski troškovi i izvanredni troškovi - hitne intervencije)",Optimizacija troškova ,2020-12-31,1,,
465,2,"Marketinške aktivnosti u vezi prodaje/zakupa preuzetih nekretnina za sva povezana društva. Objava oglasa na web portalu, tisku za preuzete nekretnine, potraživanje i dražbe",Marketing ,2020-12-31,1,,
466,2,"Prodaja preuzetih nekretnina: pregovori, pokazivanje nekretnina, primopredaja nekretnina, prikupljanje dokumentacije, kooridnacija sa pravnim odjelom, priprema odluka za kreditni odbor ",Prodajne aktivnosti,2020-12-31,1,,
467,2,"Voðenje evidencije zk. statusa nekretnina, koordinacija sa pravnim odjelom, piprema i ažuriranje evidencije statusa posjeda, neposredna komunikacija sa posjednicima ",Evidencije: Zemljišnoknjižni status i posjedi nekretnina ,2020-12-31,1,,
468,2,Korištenje Reo modula Arotrona,Reo modul u Arotronu ,2020-12-31,2,,
469,2,"Pipeline (realizirane transakcije, planovi, potpisani ugovori...)  (mjeseèno, kvartalno, na zahtjev), ažuriranje i voðenje baze podataka nekretnina ",Reporting (Solaris) ,2020-12-31,1,,
471,2,"Aktivnosti vezane za prodaju nekretnina : obilazak i prezentacija nekretnina s potencijalnim kupcima , obrada podataka i priprema dokumentacije.",Prodaja nekretnina ,2020-12-31,1,,
472,2,"Uspostava poslovnih procesa izmedu odjela koji blisko suraduju u procesu prodaje nekretnine , smanjenje operativnih troškova.",Optimizacija poslovnih procesa ,2020-12-31,1,,
473,2,Aktivnosti oko rješavanja probelmatike vezano za posjed nekretnina koje su preuzete sa posjednicmai ili bivšim vlasnicima koji nisu predali nekretninu mirnim putem. ,Rješavanje problema posjeda sa posjednicima nekretnina u vlasništvu,2020-12-31,1,,
474,2,Izrada info materijala za prodaju nekretnina koje su preuzete te oglašavanje i pracenje svih oglasa objavljenih na web portalima.,Izrada info materijala za prodaju nekretnina te oglašavanje,2020-12-31,1,,
475,2,Korištenje Reo modula Arotrona.,Reo modul u Arotronu,2020-12-31,2,,
476,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for Asset management dpt",Timski cilj,2020-12-31,1,,
477,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Timski cilj,2020-12-31,1,,
478,2,"
Developing a Team Leader in Corporate Team in Asset Management dpt: 
Proposing a candidate for Team Leader position in Corporate Team in Asset Managment ",Razvojni cilj,2020-12-31,2,,
479,2,"Improving sale process for collaterals: creating process for sale of collaterals in court auctions with B2 RE
1) Implementing guideline for repo. RE tog. with Head RE
2) Create check table (tasks, responsibilities, deadlines)
3) Reports to MB",Poslovni / strateški cilj,2020-12-31,1,,
480,2,"Improving communication and relation with teams:
- SME and Retail secured teams in Asset Management dpt
- Need for the leader of legal advisors?
- (Un)necessary reports, tables...",Razvojni cilj,2020-12-31,2,,
481,2,korištenje Reo modula u Arotronu,Reo Modul u arotronu,2020-12-31,2,,
482,2,"Regular daily and monthly work - performing tasks in due time, according to working schedule (independence, pro-active, correctness, in deadline)",Poslovni cilj,2020-12-31,1,,
483,2,"Improvement of process of refunding the money to our clients (coordination with BO - reduce process, to avoid double inserting the same dana, automatic template from Arotron)",Poslovni cilj,2020-12-31,1,,
484,2,"Improvement of process of travel orders , cooperation with Ivana Dubravac, transferring knowledge and project participation",Poslovni cilj,2020-12-31,1,,
485,2,"Reading of professional literature and preparing of internal education for at least 3 articles in details from RRIF, TEB, 
RIP (or presenting education on which employee participated) 
",Razvojni cilj,2020-12-31,2,,
486,2,"Regular daily and monthly work - performing tasks in due time, according to working schedule (independence, pro-active, correctness, in deadline)",Poslovni cilj,2020-12-31,1,,
487,2,"Improvement of process of travel orders , cooperation with Ivana Dubravac, transferring knowledge and project participation",Poslovni cilj,2020-12-31,1,,
488,2,"Reading of professional literature and preparing of internal education for at least 3 articles in details from RRIF, TEB, 
RIP (or presenting education on which employee participated) 
",Razvojni cilj,2020-12-31,2,,
489,2,"""Organization of archiving hard copy documentation in files and labelling of files- taking care that everything is ok
Preparing files for archiving- checking documentation if everything is scanned 2016-2017""    
",Poslovni cilj,2020-12-31,1,,
490,2,Naplaæeni iznos (naplata) u periodu od 01.07.-31.12.2020. za SME Team,Timski cilj- naplaæeni iznos,2020-12-31,1,,
491,2,"Uspješno zakljuèeni Sporazumi: postotak uspješno zakljuèenih i realiziranih sporazuma / sporazuma koji su još uvijek u realizaciji sa dužnicima, jamcima, založnim dužnicima

",Timski cilj- uspješno zakljuèeni Sporazumi,2020-12-31,1,,
492,2,"Prikupljanje dokumentacije, organiziranje termina preuzimanja/primopredaje, utvrdivanje stanja i rezgled objekta, ispunjavanje primopredajnog zapisnika, uvodenje FM-a na objekt i popratne primarne radnje vezane uz promjenu brava i sl.",Preuzimanje i primopredaja nekretnina,2020-12-31,1,,
493,2,Prikupljanje i analiza (provjera) kompletnih režijskih troškova. Izrada tablice prefakture troška po kljucu odredenim ugovorom o zakupu.,Prefakture troškova (SOLARIS),2020-12-31,1,,
494,2,Ishodenje ponuda i provjera radnih naloga zatraženih od strane FM-a. Ishodeno odobrenje istih..,Provjera i odobravanje radnih naloga,2020-12-31,1,,
495,2,Ovladavanje upravljanja racunima kroz DMS i korištenje aplikacije AroTRON,Upravljanje racunima (DMS) i korištenje aplikacije AroTRON (REOs),2020-12-31,2,,
496,2,Odaziv na hitne intervencije i organizacija sanacije štete i potrebnih radova,Odaziv na hitne intervencije,2020-12-31,1,,
497,2,"Analiza i pracenje troškova s ciljem optimizacije istih (ponude radova, režijski troškovi i izvanredni troškovi - hitne intervencije)",Optimizacija troškova,2020-12-31,1,,
498,2,"
Recovered amount from 01.07.-31.12.2020. for Corporate Team",Recovered amount in MKN,2020-12-31,1,,
499,2,"Percentage of successfully concluded and realized /in realization agreements with debtors, guarantors and pledge debtors",Successful agreements,2020-12-31,1,,
500,2,Participate in writing the procedures for Matching Payments and Overpayment,Personal,2020-12-31,1,,
501,2,List and elaboration of all tasks for payment and overpayment,Personal,2020-12-31,1,,
502,2, Make a plan how to improve Matching payment process,Personal,2020-12-31,2,,
503,2,Rješavanje povrata preplate iz prethodnih godina ,Overpayment OC,2020-12-31,1,,
504,2,Optimization WF Costs,Osobni cilj,2020-12-31,1,,
505,2,Forming a query for other departments,Osobni cilj,2020-12-31,1,,
506,2,Workshop excel education for BBP team ,Osobni cilj,2020-12-31,2,,
507,2,"educirati nove djelatnike vezano uz zaprimanje, unos i potvrdu raèuna",Implementacija i edukacija tima za upravljanje raèunima,2020-12-31,1,,
508,2,"Iznos naplate in MKN:
Opis: iznos naplate od 01.07.-31.12.2020. za SME Team",Timski cilj,2020-12-31,1,,
509,2,"Uspješno zakljuceni sporazumi :
Opis: postotak uspješno zakljucenih i realiziranih sporazuma / realizirani sporazumi sa dužnicima, jamcima i založnim dužnicima i",Timski cilj,2020-12-31,1,,
510,2,"Posted of travel orders by subject, document and couse ( cash payment, amount of kilometric/parking etc). Creating transfer for paymant-payout. Adjusted of  
outstanding items on a date by account-travel orders.",Posting - travel orders,2020-12-31,1,,
511,2,Recovered amount from 01.07.-31.12.2020. for SME Team,Recovered amount in MKN,2020-12-31,1,,
512,2,"
Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements ,2020-12-31,1,,
513,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for SME Team",Timski cilj,2020-12-31,1,,
514,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Timski cilj,2020-12-31,1,,
516,2,folder organization in a logical way,poslovni cilj,2020-12-31,1,,
517,2,Education (WF),osobni cilj,2020-12-31,2,,
519,2,Participate in writing the procedures for Expedit team,Osobni cilj,2020-12-31,1,,
520,2,Folder organization in a logical way and prepaid for GDPR brisanje  ,Osobni cilj,2020-12-31,1,,
521,2,Mentoring ( expedit team general),Osobni cilj,2020-12-31,2,,
522,2,optimization WF  Incoming post,poslovni cilj,2020-12-31,1,,
523,2,Forming a query for the complience department,Individual Result/KPI,2020-12-31,1,,
524,2,Folder organization ,Individual Result/KPI,2020-12-31,1,,
525,2,Workshop/ topic: How to use e-portali ,Individual Result/KPI,2020-12-31,2,,
526,2,Optimizacija procesa prema naputku task forca ,Poslovni,2020-08-30,1,,
527,2,Izrada WF za evidentiranja povratnica na niovu B2,Poslovni,2020-12-31,1,,
528,2,Optimizacija procesa za Incoming complaint,Poslovni,2020-12-31,1,,
529,2,Razvoj vještina poslovne komunikacije ,Osobni,2020-12-31,2,,
530,2,Izrada FM tendera u svrhu pronalaska novog izvoðaèa radi smanjenja troškova po nekretninama,FM Tender - odabir novog povoljnijeg izvoðaèa,2020-12-31,1,,
531,2,Sudjelovanje u izradi REO Module-a i savladavanje istog u aplikaciji Arorton.,Izrada i savladavanje REO Module-a unutar Arotrona,2020-12-31,2,,
532,2,U potpunosti ovladati svim funkcionalnostima aplikacije mDocs DMS potrebnim za ažurno upravljanje dokumentacijom i raèunima za preuzete nekretnine,Korištenje aplikacije mDocs DMS,2020-12-31,2,,
533,2,Kontaktirati sve gradove i opæine u kojima se nalaze prazne preuzete nekretnine i zatražiti umanjenje komunalne naknade za 50% zbog nekorištenja nekretnina i na taj naèin smanjiti troškove tvrtke.,Umanjenje komunalnih troškova po nekretninama,2020-12-31,1,,
534,2,"Kvaliteta izrade struènih mišljenja za kolaterale (nekretnine) za Asset Managere u svrhu donošenja odluke o daljnjem postupanju (dražbe, steèaj, i dr.)",Kvaliteta izrade struènih mišljenja za kolaterale (nekretnine),2020-12-31,1,,
535,2,Maksimalno vrijeme potrebno za pripremu struènog mišljenja u ovisnosti od kompleksnosti kolaterala (nekretnine) u odnosu na vrijeme slanja upita,Brzina izrade struènih mišljenja za kolaterale (nekretnine),2020-12-31,1,,
536,2," Prikupljanje, analiza i prezentacija i sudjelovanje u odabiru najbolje ponude za certificiranje u pogledu cijene, roka izrade te ostalih relevantnih elemenata ponude te praæenje realizacije i plaæanja usluge kao i arhiviranja energetskog certifikata.",Energetsko certificiranje preuzetih nekretnina ,2020-12-31,1,,
537,2,U potpunosti ovladati svim funkcionalnostima mDocs DMS aplikacije potrebnim za ažurno upravljanje dokumentacijom i raèunima za preuzete nekretnine ,Korištenje mDocs DMS aplikacije,2020-12-31,2,,
538,2,"Obrada i odobravanje svih režijskih troškova koji se odnose na preuzete nekretnine u vlasništvu B2k, B2p i B2 RE kroz DMS sustav",DMS upravljanje dokumentacijom i raèunima ze REO-se,2020-12-31,1,,
539,2,U potpunosti ovladati svim funkcionalnostima REO modula u AroTRON aplikaciji radi korištenja za daljnje potrebe,Korištenje REO modul u AroTRON-u,2020-12-31,2,,
540,2,"Riješiti cjelokupni backlog fizièkih rješenja jednostavnog postupka steèaja potrošaèa, cjelokupni backlog HPB kutija pošte i  provoðenje internih edukacija","Riješiti cjelokupni backlog fizièkih rj. JSP, HPB i edukacije",2020-12-31,1,,
541,2,Naplata od 1.7.-31.12.2020. za corporate tim ,Timski cilj,2020-12-31,1,,
542,2,"
 Postotak uspješno sklopljenih sporazuma/nagodbi s klijentima",Timski cilj,2020-12-31,1,,
543,2,"Pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedlog za ovrhu na sud/kod j.b)",Osobni cilj - Pokretanje pravnih postupaka,2020-12-31,1,,
544,2,"Obilazak nekretnine / suda za predmete u Priority 1 ili 2 (ako su svi u 1 pokriveni), provjera stanja nekretnina na terenu, traženje dodatnih elemenata koji se mogu koristiti u sudskim postupcima; opširan report u Arotronu o nalazu. U sluèaju nepovoljne situacije zbog COVID-19 krize, revizija KPI nakon 31.10.2020
",Osobni cilj - Field visit / Court visit,2020-12-31,1,,
545,2,"Priprema materijala i prezentacije, održavanje edukacije Odjelu upravljanja imovinom (2 grupe miješanih timova), priprema ankete za feedback",Osobni cilj - Održati edukaciju na temu novele ZPP i prekida postupaka vezano za COVID-19 ,2020-12-31,2,,
546,2,"Riješiti cjelokupni backlog pošte za vanjske odvjetnike,  odraditi unos HPB skeniranih povratnica u sustav i arhiviranje te provesti interne edukacije",poslovni strateški cilj,2020-12-31,1,,
547,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for SME Team
",Recovered amount:,2020-12-31,1,,
548,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Successful agreements,2020-12-31,1,,
549,2,Participate in writing the procedure for Incoming post ,Poslovni ,2020-12-31,1,,
550,2,list and elaboration of all tasks for Incoming post,Poslovni ,2020-12-31,1,,
551,2,Mentoring (Incoming post general),Osobni ,2020-12-31,2,,
552,2,"Riješiti cjelokupni backlog pošte za vanjske odvjetnike,  odraditi unos HPB skeniranih povratnica u sustav i arhiviranje te provesti interne edukacije. ",Poslovni/ strateški ,2020-12-31,1,,
553,2,"Regular daily and monthly work - performing tasks in due time, according to working schedule (independence, pro-active, correctness, in deadline)",Poslovni cilj,2020-12-31,1,,
554,2,Take over pre-bankruptcy settlements and posting transactions in the arotron,Poslovni cilj,2020-12-31,1,,
555,2,"Assist in record of interest, allocation of un-due on due debt segments according to resolutions/contracts",Poslovni cilj,2020-12-30,1,,
556,2,"Reading of professional literature and preparing of internal education for at least 3 articles in details from RRIF, TEB, RIP (or presenting education on which employee participated) ",Razvojni cilj,2020-12-31,2,,
557,2,list and elaboration of all tasks for Incoming post,Osobni cilj,2020-12-31,1,,
558,2,Proposal for optimization incoming mail on expedit,Osobni cilj,2020-12-31,1,,
559,2,Presentation/ Topic: Evolution of mail B2,Osobni cilj,2020-12-31,2,,
560,2,"Riješit cjelokupni backlog pošte za corporate predmete, odraditi backlog svih povratnica (razdoblje korone) te poèeti sa unosom povratnica na dnevnoj razini ",Strateški cilj ,2020-12-31,1,,
561,2,Naplaæeni iznos (naplata) u periodu od 01.07.-31.12.2020. za Retail Team,Naplata u MKN,2020-12-31,1,,
562,2,"Uspješno zakljuèeni Sporazumi: postotak uspješno zakljuèenih i realiziranih sporazuma / sporazuma koji su još uvijek u realizaciji sa dužnicima, jamcima, založnim dužnicima",Uspješno zakljuèeni sporazumi ,2020-12-31,1,,
563,2,tekuæi/redovan dnevni i mjeseèni posao (obavljanje zadataka u dogovorenom roku),Poslovni cilj,2020-12-31,1,,
564,2,"priprema procesa sakupljanja/spremanja/arhiviranja Ugovora na razini cijele kompanije - postaviti share folder, skupiti Ugovore, napravili listu Ugovora u Excel verziji sa svim podacima, skenirati Ugovore, dopustiti pristup folderu headovima i zaposlenicima kojima su Ugovori potrebni",Poslovni cilj,2020-12-31,1,,
565,2,priprema novog procesa za sakupljanje alokacije radnog vremena (koordinacija s IT odjelom),Poslovni cilj,2020-12-31,1,,
566,2,"èitanje odgovarajuæe literature (TEB, Rrif i RIP) i priprema interne edukacije od minimalno 3 èlanka i njezino prezentiranje ostalim kolegama u odjelu",Razvojni cilj,2020-12-31,2,,
567,2,"Riješiti cjelokupni backlog fizièkih rješenja jednostavnog postupka steèaja potrošaèa, cjelokupni backlog HPB kutija pošte i  provoðenje internih edukacija",Strateški cilj,2020-12-31,1,,
568,2,"Riješit cjelokupni backlog pošte za corporate predmete, odraditi backlog svih povratnica (razdoblje korone) te poèeti sa unosom povratnica na dnevnoj razini ",Strateški cilj,2020-12-31,1,,
569,2,Optimization WF  Expedit,Osobni cilj,2020-12-31,1,,
570,2,Forming a query for the complience department,Osobni cilj,2020-12-31,1,,
571,2,Buddy for new/old employees and students,Osobni cilj,2020-12-31,2,,
572,2,"Sukladno traženju Grupe, na mjeseènoj bazi je potrebno napraviti reporting izvještaj za sve preuzete nekretnine u vlasništvu B2K, B2P i B2RE sa svim traženim podacima o nekretninama",Reporting REOs prema Grupi,2020-12-31,1,,
573,2,"Obrada i odobravanja svih režijskih troškova koji se odnose na preuzete nekretnine u vlasništvu B2K, B2P i B2RE kroz DMS sustav",DMS upravljanje dokumentacijom i raèunima za REOse,2020-12-31,1,,
574,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for Retail Secured Team
",Timski cilj Recovered amount in MKN,2020-12-31,1,,
575,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Timski cilj Successful agreements  ,2020-12-31,1,,
576,2,"Eksternalizacija u vanjske odvjetnièke urede obuhvaæa:
1. Kriterije za eksternalizaciju (dodjela predmeta, povlaæenje predmeta, izvještaj praæenja rada vanjskih odvjetnièkih ureda i na kraju uputu za externalizaciju)
2. Suradnja sa vanjskim odvjetnièkim uredima ( po osiguranim i neosiguranim kreditima) Cilj je uspostaviti proces rada vanjskih odvjetnièkih ureda bez podrške internih pravnika i razviti njihovu komunikaciju sa svim sudionicima procesa (CM, raèunovodstvo, LM itd..) te praæenje da je proces uspješno implementiran
3. Modul odvjentièkih ureda - analiza postojeæeg stanja (koji su problemi/nedostatci), prijedlozi za poboljšanje, rješenje u vidu prijedloga i koraka koji trebaju biti poduzeti",Eksternalizacija - Vanjski odvjetnièki uredi,2020-12-31,1,,
577,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL2,2020-12-31,2,,
578,2,"Cilj obuhvaæa:
pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedlog za ovrhu na sud/kod j.b)","Pokretanje pravnih postupaka u Priority 1,2,3",2020-12-31,2,,
579,2,"Priprema materijala i prezentacije, održavanje edukacije Odjelu upravljanja imovinom (2 grupe miješanih timova), priprema ankete za feedback",Edukacija na temu: Debt to Asset ,2020-12-31,2,,
580,2,"Personal development into team player:
a) positive attitude toward colleagues (team and company)
b) accepting and respecting differences 
c) open communication (professional level, positive approach, reaction control)
d) support and encouragement
Internal discussions (HR, Head AM, literature)",Personal development: team player,2020-12-31,2,,
581,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study,2020-12-31,2,,
582,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,1,,
583,2,Cilj obuhvaæa poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine (CC2/Strategy),2020-12-31,2,,
584,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for SME Team
",Recovered amount,2020-12-31,1,,
585,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Successful agreements  ,2020-12-31,1,,
586,2,"Eksternalizacija u vanjske odvjetnièke urede obuhvaæa:
1. Kriterije za eksternalizaciju (dodjela predmeta, povlaæenje predmeta, izvještaj praæenja rada vanjskih odvjetnièkih ureda i na kraju uputu za externalizaciju)
2. Suradnja sa vanjskim odvjetnièkim uredima ( po osiguranim i neosiguranim kreditima) Cilj je uspostaviti proces rada vanjskih odvjetnièkih ureda bez podrške internih pravnika i razviti njihovu komunikaciju sa svim sudionicima procesa (CM, raèunovodstvo, LM itd..) te praæenje da je proces uspješno implementiran
3. Modul odvjentièkih ureda - analiza postojeæeg stanja (koji su problemi/nedostatci), prijedlozi za poboljšanje, rješenje u vidu prijedloga i koraka koji trebaju biti poduzeti
",Eksternalizacija - Vanjski odvjetnièki uredi,2020-12-31,2,,
587,2,"Cilj obuhvaæa:
pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedloga za ovrhu na sud/kod j.b)
-Anita C. nema klijenata za pokretanje pravnog postupka  u Priority 3","Pokretanje pravnih postupaka u Priority 1,2,3",2020-12-31,1,,
588,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study,2020-12-31,2,,
589,2,Recovered amount from 01.07.-31.12.2020. for Retail Secured Team,Recovered amount in MKN,2020-12-31,1,,
590,2," Percentage of successfully concluded and realized/ in realizationagreements with debtors, guarantors and pledge debtors",Successful agreements,2020-12-31,1,,
591,2,"Eksternalizacija u vanjske odvjetnicke urede obuhvaca:
1. Kriterije za eksternalizaciju (dodjela predmeta, povlacenje predmeta, izvještaj pracenja rada vanjskih odvjetnickih ureda i na kraju uputu za externalizaciju)
2. Suradnja sa vanjskim odvjetnickim uredima ( po osiguranim i neosiguranim kreditima) Cilj je uspostaviti proces rada vanjskih odvjetnickih ureda bez podrške internih pravnika i razviti njihovu komunikaciju sa svim sudionicima procesa (CM, racunovodstvo, LM itd..) te pracenje da je proces uspješno implementiran
3. Modul odvjentickih ureda - analiza postojeceg stanja (koji su problemi/nedostatci), prijedlozi za poboljšanje, rješenje u vidu prijedloga i koraka koji trebaju biti poduzeti",Eksternalizacija - Vanjski odvjetnicki uredi,2020-12-31,1,,
592,2,"Priprema materijala i prezentacije, održavanje edukacije Odjelu upravljanja imovinom (2 grupe miješanih timova), priprema ankete za feedback",Edukacija na temu: XXX,2020-12-31,2,,
594,2,"
Cilj obuhvaca izradu izvještaja i definiranje seta podataka za ucitavanje na web. Ocekivanja od cilja su:
1. Edukacija Asset Mng odjela i izrada upute za rad
2. Report modul kolaterala (basic polja potrebna za reporting)
3. Report sa setom podataka koji ce se ucitavati na web (svi kolaterali)
4. izrada reporta o posjecenosti web stranice (broj posjetitelja u vremenskom periodu, broj upita, dražbi, prodaja potraživanja, top 30 pogledanih nekretnina unutar kategorije dražbe/potraživanja",B2 Nekretnine,2020-12-31,1,,
595,2,"
Cilj obuhvaca izradu te prezetaciju Case study-a zakljucno sa 31/12/2020",Case study ,2020-12-31,2,,
596,2,Cilj obuhvaca poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine,2020-12-31,2,,
597,2,Automation of adhoc reguest for correctly tracking and monitoring profitability centers to assist Board in making decision on Company level,Profitability centers monitoring ,2020-12-31,1,,
598,2,"Monthly monitoring and analysis of CtC per department, including reporting to the heads of department or Board, with final goal to achieve better cost management to reach accaptable CtC on Company level",Monthly result monitoring and analysis  incl CtC (FCST & BP),2020-12-31,1,,
599,2,"Main goal to make a list of controlling proceses on one place, to prepare base for the future possible regulator, including its description and main workflow (in cooperation with other colleagues in department)",Controlling process revision/definition ,2020-12-31,1,,
600,2,learning about the impact of strss and the tools to manage it,Stress management,2020-12-31,2,,
601,2,"Arhiviranje obuhvaæa:
1. izradu upute za arhiviranje i održavanje edukacije svim timovima
2. praæenje timova te izrada tjednog izvještaja (feedback od voditelja ukoliko nije napravljen dovoljan broj arhiviranja)
3. quality check unesenih podataka
4. održavanje baze do importa podataka u AroTron 
",Razvojni cilj- Arhiviranje,2020-12-31,2,,
602,2,"Cilj obuhvaæa osobni obilazak nekretnina za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a)
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Poslovni cilj- Field visit_VOL2,2020-12-31,1,,
603,2,"Oglašavanje prodaje potraživanja na B2 Nekretnine
Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3)",Razvojni cilj- Oglašavanje prodaje potraživanja na B2N,2020-12-31,2,,
604,2,Ratio of cash vs repossession in recovery: keeping on a high level cash recovery in total recovered amount ,Timski cilj,2020-12-31,1,,
605,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Timski cilj,2020-12-31,1,,
606,2,"Cilj obuhvaæa potpunu implementaciju E-komunikacije sa sudovima unutar WO odjela. Oèekivanja od cilja su:
1. Edukacija Asset Mng odjela i izrada upute za rad
2. Ishoðenje certifikata za B2 Portfolio (za B2 Real Estate vidjeti da li je potrebno?)
3. Report/Cost benefit E-komunikacije ",E-komunikacija,2020-12-30,2,,
607,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-a
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL2,2020-12-31,1,,
608,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study,2020-12-31,2,,
609,2,Edukacija za praæenje korisnika i korisnièkog iskustva putem Google Analytics platforme,Advanced Google Analytics Academy - online edukacija,2020-12-31,2,,
610,2,Pisanje korisnièkog priruènika za Administratora web stranice B2Nekretnine.hr,Korisnièki priruènik za web stranicu B2Nekretnine.hr,2020-12-31,1,,
611,2,Implementacija Newslettera na web stranicu B2Nekretnine.hr za slanje promotivnih materijala vezanih za trenutne prodajne ciljeve,Newsletter za web stranicu B2Nekretnine.hr,2020-12-31,1,,
612,2,Implementacija Bloga na web stranici B2Nekretnine.hr radi bolje promocije i kvalitetnijeg sadržaja ,Blog na stranici B2Nekretnine.hr,2020-12-31,1,,
613,2,U potpunosti ovladati svim funkcionalnostima aplikacije mDocs DMS potrebnim za ažurno upravljanje dokumentacijom i raèunima za preuzete nekretnine,Korištenje aplikacije mDocs DMS,2020-12-31,2,,
614,2,"Kontaktirati sve osobe koje imamo u evidenciji da se nalaze u fizièkom posjedu nekretnine i zatražiti sklapanje ugovora o najmu s ovršnom klauzulom i na taj naèin ishoditi fizièki posjed nekretnine i dogovoriti plaæanje mjeseène rente, èime bi se poveæali prihodi tvrtke. ",Sklapanje ugovora o najmu za nekretnine bez posjeda,2020-12-31,1,,
615,2,U potpunosti ovladati svim funkcionalnostima aplikacije Arotron za preuzete nekretnine. ,Savladavanje REO Module-a unutar Arotrona ,2020-12-31,2,,
616,2,"Aktivnosti oko stavljanja nekretnina u najam i zakup: obilazak i prezentacija nekretnina s potencijalnim zakupnicima, pregovori oko uvjeta te obrada AML dokumentacije.",Najam i zakup nekretnina,2020-12-31,1,,
617,2,Praæenje urednosti izvršavanja obveza zakupnika te kordinacija s pravnom službom i raèunovodstvom.,Praæenje urednosti izvršavanja obveza zakupnika,2020-12-31,1,,
